Asset Group,Class,Category,defect
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), وحدة الاستحمام,انقطاع المياه
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), وحدة الاستحمام,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),لوحات,لايوجد
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),لوحات,تالف 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),لوحات,غير واضحة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),لوحات,آيلة للسقوط
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),لوحات,لايوجد
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),لوحات,تالف 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),لوحات,غير واضحة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو),لوحات,آيلة للسقوط
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), جهاز كشف الدخان,مفقود
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), جهاز كشف الدخان,تالف
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), جهاز كشف الدخان,فقدان احد الاجزاء 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), سلة نفايات,نظافة 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), سلة نفايات,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), صمام عمودي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), صمام عمودي,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), صمام عمودي,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), صمام عمودي,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), صمام عمودي,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), صمام عمودي,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), خزان الصرف الصحي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), خزان الصرف الصحي,رائحة كريهة
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), خزان الصرف الصحي,طفح
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), خزان الصرف الصحي,رائحة كريهة
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مضخة المياه,تلف
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مضخة المياه,فقد
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), مضخة المياه,تسريب
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), خزان المياه,فارغ
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), خزان المياه,تسريب 
مجمعات دورات المياه خارج الخيام,Toilet Complex (موبكو), خزان المياه,تلف احد المكونات 
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,وحدة إضاءة,فقد
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة قنطريه علوية إرشادية (400 * 900) سم,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة قنطريه علوية إرشادية (400 * 900) سم,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة قنطريه علوية إرشادية (400 * 900) سم,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتات معالم رئيسية ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتات معالم رئيسية ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتات معالم رئيسية ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتات مناطق عامودية     ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتات مناطق عامودية     ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتات مناطق عامودية     ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتة خدمات أعلى المدخل  ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتة خدمات أعلى المدخل  ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتة مخيمات أعلى المدخل   ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,وحدة إضاءة,التماس
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,وحدة إضاءة,تالف 
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,وحدة إضاءة,فقد
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,وحدة إضاءة,التماس
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,لوحة,تالف
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,لوحة,غير واضحة 
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),لوحة,تالف
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),لوحة,غير واضحة 
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,لوحة,تالف
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة قنطريه علوية إرشادية (400 * 900) سم,لوحة,تالف
اللوحات الإرشادية,لافتة قنطريه علوية إرشادية (400 * 900) سم,لوحة,غير واضحة 
اللوحات الإرشادية,لافتة قنطريه علوية إرشادية (400 * 900) سم,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,لوحة,تالف
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,لوحة,تالف
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,لوحة,تالف
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,لوحة,تالف
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,لوحة,تالف
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتات معالم رئيسية ,لوحة,تالف
اللوحات الإرشادية,لافتات معالم رئيسية ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتات معالم رئيسية ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتات مناطق عامودية     ,لوحة,تالف
اللوحات الإرشادية,لافتات مناطق عامودية     ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتات مناطق عامودية     ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,لوحة,تالف
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتة خدمات أعلى المدخل  ,لوحة,تالف
اللوحات الإرشادية,لافتة خدمات أعلى المدخل  ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتة خدمات أعلى المدخل  ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,لوحة,تالف
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,لوحة,تالف
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,لوحة,غير واضحة 
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,لوحة,عبارة خاطئة
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,شرائح اللوحة,تالف
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),شرائح اللوحة,تالف
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة كابوليه وتحديد مسافات (400 * 700) سم,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتة كابوليه وتحديد مسافات (400 * 700) سم,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة كابوليه وتحديد مسافات (400 * 700) سم,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتات معالم رئيسية ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتات معالم رئيسية ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتات معالم رئيسية ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتات مناطق عامودية     ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتات مناطق عامودية     ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتات مناطق عامودية     ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتة خدمات أعلى المدخل  ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة خدمات أعلى المدخل  ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتة مخيمات أعلى المدخل   ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,شرائح اللوحة,تالف
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,شرائح اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,شرائح اللوحة,فقد
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,شرائح اللوحة,تالف
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,عمود اللوحة,تالف
اللوحات الإرشادية,لا فتة شارع وطريق عند التقاطع (سهمية صندوقية) ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),عمود اللوحة,تالف
اللوحات الإرشادية,لافتة مخيمات وخدمات إرشادية (سهمية صندوقية),عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتة ساحات الانتظار على حامل ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة قنطريه علوية إرشادية (400 * 900) سم,عمود اللوحة,تالف
اللوحات الإرشادية,لافتة قنطريه علوية إرشادية (400 * 900) سم,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتة على طول شارع وطريق على حامل ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتة على طول طريق مشاة على حامل أو حائط ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتة على طول طريق وشارع على حائط ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتة مخيمات عمودية على مدخل ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتات معالم رئيسية ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتات معالم رئيسية ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتات مناطق عامودية     ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتات مناطق عامودية     ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتة خدمات عمودية على مدخل  ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتة خدمات أعلى المدخل  ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتة خدمات أعلى المدخل  ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتات ممنوع الافتراش  ,عمود اللوحة,آيل للسقوط
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,عمود اللوحة,تالف
اللوحات الإرشادية,لافتات أحذر تساقط صخور ,عمود اللوحة,آيل للسقوط
مشارب المياه,-,هيكل المبرة ,تسريب
مشارب المياه,-,هيكل المبرة ,فقدان احد أجزاء المشرب
مشارب المياه,-,هيكل المبرة ,طفح
مشارب المياه,-,هيكل المبرة ,تلف احد المكونات
مشارب المياه,-,هيكل المبرة ,تلوث المياه
مشارب المياه,-,هيكل المبرة ,لا تعمل 
مشارب المياه,-,هيكل المبرة ,تلوث هيكل المشرب
برادات المياه,-,هيكل البرادة,انسداد
برادات المياه,-,هيكل البرادة,مكسور
برادات المياه,-,هيكل البرادة,لا يوجد
برادات المياه,-,هيكل البرادة,تهريب 
برادات المياه,-,هيكل البرادة,تحتاج توصيل 
برادات المياه,-,هيكل البرادة,التماس 
برادات المياه,-,هيكل البرادة,انقطاع التيار 
برادات المياه,-,هيكل البرادة,المياه حارة 
برادات المياه,-,هيكل البرادة,الماء غير نظيف 
برادات المياه,-,صنابير المياه,تالف
برادات المياه,-,صنابير المياه,فقد
برادات المياه,-,صنابير المياه,تسريب
برادات المياه,-,صنابير المياه,تهريب 
برادات المياه,-,صنابير المياه,تحتاج توصيل 
برادات المياه,-,شبك تصريف المياه,انسداد
برادات المياه,-,شبك تصريف المياه,مكسور 
برادات المياه,-,شبك تصريف المياه,لا يوجد
برادات المياه,-,شبك تصريف المياه,تحتاج تركيب 
برادات المياه,-,صمام,انسداد
برادات المياه,-,صمام,مكسور 
برادات المياه,-,صمام,لا يوجد
برادات المياه,-,صمام,تحتاج تركيب 
برادات المياه,-,حوض تصريف المياه,انسداد
برادات المياه,-,حوض تصريف المياه,مكسور 
برادات المياه,-,حوض تصريف المياه,لا يوجد
برادات المياه,-,حوض تصريف المياه,تحتاج تركيب 
برادات المياه,-,خط الصرف,انسداد
برادات المياه,-,خط الصرف,مكسور 
برادات المياه,-,خط الصرف,لا يوجد
برادات المياه,-,خط الصرف,تحتاج تركيب 
برادات المياه,-,خط التغذية,انسداد
برادات المياه,-,خط التغذية,مكسور 
برادات المياه,-,خط التغذية,لا يوجد
برادات المياه,-,خط التغذية,تحتاج تركيب 
برادات المياه,-,مضخة الغاز المبرد,لا يوجد
برادات المياه,-,مضخة الغاز المبرد,عطلان 
برادات المياه,-,مضخة الغاز المبرد,التماس 
برادات المياه,-,مضخة الغاز المبرد,تنسيم 
برادات المياه,-,صفاية تنقية المياه,لا يوجد 
برادات المياه,-,صفاية تنقية المياه,غير نظيفة
برادات المياه,-,صفاية تنقية المياه,مياه معكرة
برادات المياه,-,صفاية تنقية المياه,تسريب 
برادات المياه,-,صفاية تنقية المياه,تحتاج توصيل 
برادات المياه,-,مقياس درجة الحرارة,لا يوجد
برادات المياه,-,مقياس درجة الحرارة,يحتاج توصيل
برادات المياه,-,مقياس درجة الحرارة,التماس 
برادات المياه,-,مقياس درجة الحرارة,لا يعمل 
برادات المياه,-,مواسير,لا يوجد
برادات المياه,-,مواسير,تسريب
برادات المياه,-,مواسير,تحتاج توصيل 
برادات المياه,-,مواسير,تعيق الحركة
برادات المياه,-,لوحات,لا يوجد
برادات المياه,-,لوحات,خاطئة 
برادات المياه,-,لوحات,تالفة
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الرئيسية (MDP),مفقود
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الرئيسية (MDP),لا يعمل
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الرئيسية (MDP),إنقطاع الكهرباء
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الرئيسية (MDP),فقدان احد المكونات 
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الرئيسية (MDP),تلف احد المكونات 
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الرئيسية (MDP),التماس كهربائي 
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الفرعية ,مفقود
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الفرعية,لا يعمل
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الفرعية,إنقطاع الكهرباء
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الفرعية,فقدان احد المكونات 
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الفرعية,تلف احد المكونات 
البنية التحتية الكهربائية بمشعر عرفات,-, لوحة التوزيع الفرعية,التماس كهربائي 
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية (FP),لا يعمل
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية (FP),إنقطاع الكهرباء
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية (FP),فقدان احد المكونات 
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية (FP),تلف احد المكونات 
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية (FP),التماس كهربائي 
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية  (SP),لا يعمل
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية  (SP),إنقطاع الكهرباء
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية  (SP),فقدان احد المكونات 
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية  (SP),تلف احد المكونات 
البنية التحتية الكهربائية بمشعر عرفات,-,لوحة التغذية  (SP),التماس كهربائي 
منشأة الجمرات,-, وحدة التحكم بالتكييف,تالف
منشأة الجمرات,-, وحدة التحكم بالتكييف,مفقود
منشأة الجمرات,-, شبك تدفق الهواء,مفقود
منشأة الجمرات,-, شبك تدفق الهواء,نظافة
منشأة الجمرات,-, شبك تدفق الهواء,تالف
منشأة الجمرات,-, جهاز استشعار تدفق الهواء,مفقود
منشأة الجمرات,-, جهاز استشعار تدفق الهواء,تالف
منشأة الجمرات,-, جهاز استشعار درجة حرارة الهواء,مفقود
منشأة الجمرات,-, جهاز استشعار درجة حرارة الهواء,تالف
منشأة الجمرات,-, فتحة تهوية,تالف
منشأة الجمرات,-, فتحة تهوية,مفقود
منشأة الجمرات,-, مرحاض عربي,تلف
منشأة الجمرات,-, مرحاض عربي,مفقود
منشأة الجمرات,-, مرحاض عربي,انسداد
منشأة الجمرات,-, مرحاض عربي,نظافة 
منشأة الجمرات,-, مرحاض عربي,طفح
منشأة الجمرات,-, الأسفلت,ارتفاع / انخفاض المنسوب
منشأة الجمرات,-, الأسفلت,حفرة
منشأة الجمرات,-, الأسفلت,تصدعات 
منشأة الجمرات,-, الأسفلت,غير مكتمل 
منشأة الجمرات,-, بوابة متحركة,تلف في احد المكونات
منشأة الجمرات,-, بوابة متحركة,فقدان احد المكونات 
منشأة الجمرات,-, بوابة متحركة,لا يوجد ملصقات سلامة
منشأة الجمرات,-, حامل كابلات,فقدان أحد المكونات
منشأة الجمرات,-, حامل كابلات,تلف أحد المكونات
منشأة الجمرات,-, حامل كابلات,آيل للسقوط
منشأة الجمرات,-, كاميرات مراقبة,فقد
منشأة الجمرات,-, كاميرات مراقبة,تالف
منشأة الجمرات,-, كاميرات مراقبة,فقد
منشأة الجمرات,-, كاميرات مراقبة,تلف
منشأة الجمرات,-, جهاز استشعار انبعاث ثاني أكسيد الكربون,فقد
منشأة الجمرات,-, جهاز استشعار انبعاث ثاني أكسيد الكربون,تالف
منشأة الجمرات,-, سير ناقل,فقدان أحد المكونات
منشأة الجمرات,-, سير ناقل,تلف أحد المكونات
منشأة الجمرات,-, خزانات الديزل,تسريب 
منشأة الجمرات,-, خزانات الديزل,فارغ
منشأة الجمرات,-, خزانات الديزل,حريق 
منشأة الجمرات,-, مكيف صحراوي,لايعمل
منشأة الجمرات,-, مكيف صحراوي,فقدان أحد المكونات
منشأة الجمرات,-, مكيف صحراوي,تلف أحد المكونات
منشأة الجمرات,-, مكيف صحراوي,تهريب مياه 
منشأة الجمرات,-, لوحة التوزيع الفرعية,التماس
منشأة الجمرات,-, لوحة التوزيع الفرعية,فقد
منشأة الجمرات,-, لوحة التوزيع الفرعية,تالف
منشأة الجمرات,-, لوحة التوزيع الفرعية,حريق
منشأة الجمرات,-, لوحة التوزيع الفرعية,فقدان أحد المكونات
منشأة الجمرات,-, لوحة التوزيع الفرعية,تلف أحد المكونات
منشأة الجمرات,-, باب,مفقود
منشأة الجمرات,-, باب,تالف
منشأة الجمرات,-,عمود التأريض,مفقود
منشأة الجمرات,-,عمود التأريض,فقدان الغطاء
منشأة الجمرات,-, مصاعد,تلف في أحد المكونات
منشأة الجمرات,-, مصاعد,خلل في وحدة التحكم
منشأة الجمرات,-,إضاءة الطوارئ,مفقود
منشأة الجمرات,-,إضاءة الطوارئ,التماس
منشأة الجمرات,-,إضاءة الطوارئ,تالف
منشأة الجمرات,-,لوحة التوزيع الفرعية (الطوارئ),مفقود
منشأة الجمرات,-,لوحة التوزيع الفرعية (الطوارئ),تالف
منشأة الجمرات,-,لوحة التوزيع الفرعية (الطوارئ),فقدان أحد المكونات
منشأة الجمرات,-,لوحة التوزيع الفرعية (الطوارئ),تلف أحد المكونات
منشأة الجمرات,-,لوحة التوزيع الفرعية (الطوارئ),التماس كهربائي 
منشأة الجمرات,-, سلالم متحركة,تالف
منشأة الجمرات,-, سلالم متحركة,التماس
منشأة الجمرات,-, سلالم متحركة,تلف أحد المكونات
منشأة الجمرات,-, سلالم متحركة,فقدان أحد المكونات
منشأة الجمرات,-, سلالم متحركة,حادثة امن وسلامة
منشأة الجمرات,-, مروحة شفط,غير نظيف
منشأة الجمرات,-, مروحة شفط,فقدان أحد المكونات
